MagpieData Number,MagpieData MendeleevNumber,MagpieData AtomicWeight,MagpieData MeltingT,MagpieData Column,MagpieData Row,MagpieData CovalentRadius,MagpieData Electronegativity,MagpieData NsValence,MagpieData NpValence,MagpieData NdValence,MagpieData NfValence,MagpieData NValence,MagpieData NsUnfilled,MagpieData NpUnfilled,MagpieData NdUnfilled,MagpieData NfUnfilled,MagpieData NUnfilled,MagpieData GSvolume_pa,MagpieData GSbandgap,MagpieData GSmagmom,MagpieData SpaceGroupNumber,is_metal
47.4,74.6,113.1862676,937.2620000000001,13.0,4.6,125.4,2.434,1.4,1.6,6.0,5.6,14.6,0.6,0.8,0.0,0.0,1.4,20.260749999999998,0.8808,0.0,163.0,True
46.714285714285715,81.0,110.93162857142856,1291.7204761904763,13.571428571428571,4.619047619047619,133.1904761904762,2.7395238095238095,1.9523809523809523,3.3333333333333335,8.285714285714286,4.0,17.571428571428573,0.047619047619047616,0.6666666666666666,1.7142857142857142,0.0,2.4285714285714284,25.01666666666667,0.9713333333333333,0.0,118.80952380952381,True
36.275862068965516,83.48275862068965,85.16332413793103,611.4996551724139,14.89655172413793,4.0,119.72413793103448,2.3962068965517243,1.9310344827586208,2.9655172413793105,4.482758620689655,3.3793103448275863,12.758620689655173,0.06896551724137931,2.6206896551724137,0.0,0.0,2.689655172413793,25.311724137931034,1.2677241379310344,0.0,139.48275862068965,False
46.206896551724135,84.03448275862068,111.03642758620688,669.7837931034484,14.89655172413793,4.551724137931035,128.0,2.3796551724137927,1.9310344827586208,2.9655172413793105,10.0,3.3793103448275863,18.275862068965516,0.06896551724137931,2.6206896551724137,0.0,0.0,2.689655172413793,25.385172413793107,0.49365517241379314,0.0,108.58620689655173,False
33.5,74.25,76.61285000000001,1270.9150000000002,13.0,4.0,123.5,2.215,1.5,1.5,7.5,0.0,10.5,0.5,1.5,0.0,0.0,2.0,17.328125,0.74525,0.0,170.0,True
33.5,79.5,78.78583333333334,529.7766666666668,14.166666666666666,3.6666666666666665,106.0,2.6999999999999997,1.6666666666666667,2.5,5.0,2.3333333333333335,11.5,0.3333333333333333,1.5,0.0,0.0,1.8333333333333333,15.487499999999999,0.0,0.0,83.0,True
29.0,78.83333333333333,64.09523333333333,807.7233333333334,14.0,3.8333333333333335,120.83333333333333,2.268333333333333,1.6666666666666667,2.3333333333333335,5.0,0.0,9.0,0.3333333333333333,1.6666666666666667,0.0,0.0,2.0,22.170937499999997,1.1648333333333334,0.0,147.5,False
38.0,79.33333333333333,87.54273333333333,860.5433333333334,14.0,4.333333333333333,128.33333333333334,2.2533333333333334,1.6666666666666667,2.3333333333333335,10.0,0.0,14.0,0.3333333333333333,1.6666666666666667,0.0,0.0,2.0,22.2375,0.4633333333333334,0.0,119.5,False
47.0,79.83333333333333,111.86273333333332,974.8733333333333,14.0,4.833333333333333,137.33333333333334,2.0283333333333333,1.6666666666666667,2.3333333333333335,10.0,0.0,14.0,0.3333333333333333,1.6666666666666667,0.0,0.0,2.0,26.65916666665,0.29583333333333334,0.0,188.5,False
55.142857142857146,83.57142857142857,131.99204,607.3685714285714,14.571428571428571,5.142857142857143,139.71428571428572,2.357142857142857,1.7142857142857142,2.857142857142857,10.0,2.0,16.571428571428573,0.2857142857142857,0.5714285714285714,0.0,0.0,0.8571428571428571,32.85108374384286,0.6068571428571429,0.0,124.57142857142857,False
21.904761904761905,84.85714285714286,49.68123238095239,365.7361904761905,15.238095238095237,3.0,91.61904761904762,3.0866666666666664,1.8571428571428572,3.619047619047619,3.0952380952380953,0.0,8.571428571428571,0.14285714285714285,1.5238095238095237,0.23809523809523808,0.0,1.9047619047619047,16.565714285714286,0.2022857142857143,0.0,52.523809523809526,False
34.0,72.33333333333333,77.24526666666667,841.5533333333334,12.666666666666666,4.0,118.66666666666667,2.433333333333333,1.3333333333333333,1.3333333333333333,6.666666666666667,0.0,9.333333333333334,0.6666666666666666,0.6666666666666666,0.0,0.0,1.3333333333333333,13.921666666666667,0.0,0.0,154.0,False
21.833333333333332,82.16666666666667,49.739977,340.7225,14.833333333333334,3.0,92.66666666666667,2.8874999999999997,1.8333333333333333,3.0,2.5,1.1666666666666667,8.5,0.16666666666666666,2.0,0.0,0.0,2.1666666666666665,14.137123015866665,0.2708333333333333,0.0,63.583333333333336,True
31.2,73.2,70.83104,881.5020000000001,12.8,3.8,112.2,2.588,1.2,1.6,6.0,0.0,8.8,0.4,0.8,0.0,0.0,1.2,13.056000000000001,0.0,0.0,139.8,False
36.666666666666664,72.66666666666667,82.60046666666666,952.7400000000001,12.666666666666666,4.333333333333333,131.66666666666666,2.1466666666666665,1.3333333333333333,1.3333333333333333,6.666666666666667,0.0,9.333333333333334,0.6666666666666666,0.6666666666666666,0.0,0.0,1.3333333333333333,19.482291666666665,0.734,0.0,173.33333333333334,False
32.0,79.0,71.77356666666667,690.0033333333334,14.0,4.0,124.0,2.2600000000000002,1.6666666666666667,2.3333333333333335,5.0,0.0,9.0,0.3333333333333333,1.6666666666666667,0.0,0.0,2.0,23.884270833333332,1.101,0.0,133.5,False
